et	asyenhv
	0.294734254038
adar	eporeuonto
	0.307110316953
pontificem	hrxato
	0.30771490108
Medorum	orouv
	0.31598969011
centurionibus	saddoukaioi
	0.340233272376
tradens	hthsato
	0.346755451369
ascendisset	legomenov
	0.339127752405
generationis	bibliou
	0.472536258879
gravis	pisteuontev
	0.331804388309
ducti	eynesin
	0.35262533406
timeatis	cairontev
	0.349597923345
sapientis	dia
	0.56498957212
Fortis	agioi
	0.4224960972
reliquerunt	xulon
	0.27291208232
suscipiam	ouketi
	0.307736625004
testificatus	uparconta
	0.296285399412
praedixi	proskarterountev
	0.34600667628
fugam	uiw
	0.376726422116
circumcisio	blasfhmountev
	0.337429797096
octingenti	yalassan
	0.362619934048
sumere	apokteinai
	0.368510989662
vultu	parakalesai
	0.285347263064
speluncam	bracu
	0.33571284235
plenam	ouketi
	0.312227996094
volueris	peirazontev
	0.388559449873
carmen	ginesye
	0.320587467323
adest	ebaptisa
	0.308319627057
sculptilibus	teleioi
	0.253758147467
ardebit	yelhma
	0.359662388713
sollicite	esyiousin
	0.294384747083
praecedebat	ezhtoun
	0.321569040198
agmina	dw
	0.360193075782
moriemur	andrasin
	0.367976586281
ambulabo	diakonoi
	0.323716657861
tumulos	paradwsousin
	0.369797939115
carnium	elabete
	0.342471555934
nuntiorum	barnabav
	0.466578627502
armati	cersin
	0.368596144433
suscitans	diabolou
	0.374107242934
faceres	kaleitai
	0.441548932053
Samma	sfragida
	0.267830473466
mediae	pwlountav
	0.369731269076
cetero	katoikousin
	0.328944385083
intellegite	ioudaioiv
	0.389167727223
Chobar	katefagen
	0.254943585196
servieris	oitinev
	0.38093351699
umeros	ptwcoiv
	0.416037657981
novis	apantev
	0.358991280735
minorem	esh
	0.44554732662
tribuit	ontov
	0.440038794951
pertranseat	desmiov
	0.375520566206
pertransit	neothtov
	0.393890554283
electum	eikwn
	0.449855574403
cinis	poiountev
	0.421412476491
insulis	noi
	0.295154290119
sustinens	didwmi
	0.286446561681
tributa	esfragismenoi
	0.466753203056
datus	kraugh
	0.417549840137
rapina	gnwsesye
	0.291781831276
robusti	agiw
	0.300848642015
plura	asyeneiv
	0.341735946046
exaltabo	uper
	0.257235889685
contritionem	kaywv
	0.321316892666
manebat	petrw
	0.329301183116
persequentur	pisteuontev
	0.37896075079
posueruntque	skandalon
	0.328648148015
visitavit	euloghmenov
	0.40834662057
fluentem	mwsh
	0.360844351611
invocant	douloiv
	0.384001486396
Idumeam	melcisedek
	0.391246196296
elevatis	yewrountev
	0.315827979678
scelere	pepeismai
	0.301064388744
aedificavitque	yronov
	0.399210115718
confringam	ergw
	0.268209583976
vici	asterev
	0.371298506075
priora	hlyomen
	0.394280333091
laqueo	gnwsesye
	0.284138672438
consumet	eleuyeroi
	0.319991902475
glorificatus	paraptwmata
	0.319817534716
adultera	exelexato
	0.34949633646
Maceda	sfodra
	0.2766292703
panum	fagein
	0.423814783215
nolueris	pisteusantev
	0.405318592678
aliquot	sabbasin
	0.260595900344
implebo	ofeilomen
	0.249534760561
Tyrus	barnaba
	0.320654075179
ascensorem	chra
	0.352573362282
congregatio	exelexato
	0.428273144138
labores	gnwsin
	0.291632539103
vives	hmeiv
	0.347244985859
impleret	legomenov
	0.378766736619
substantiae	profhteia
	0.339400170353
oportuit	kaisari
	0.36549918275
coepi	anewcyhsan
	0.33191448792
dimitteret	mayhthv
	0.324518432173
Iesse	sfragida
	0.338383450156
fretum	hrwtwn
	0.267256590399
vulnera	emeinen
	0.331022312616
acervos	daimonia
	0.344126529095
respiciens	satana
	0.403726659524
arbores	oidasin
	0.332337359295
mirabile	elabomen
	0.369947811543
duplici	akayarsia
	0.389980781946
naribus	uioi
	0.348847958851
quadringentos	poleiv
	0.385174965618
discant	uparcontev
	0.377443741598
custodiis	mellontev
	0.369783062558
placent	eleuyeroi
	0.357081738393
potentia	klhsewv
	0.400197679523
Agar	hnoixen
	0.270483794454
servitute	asia
	0.396421942482
proeliandum	fulakav
	0.311871318444
adsumes	yerapeuein
	0.273461312232
Afec	fulakhv
	0.26529524574
monumentis	ephrwthsan
	0.389519165469
magnitudinis	adelfoi
	0.449670178889
scriptus	epilabomenoi
	0.38924806445
movebuntur	nun
	0.372068458214
contristati	episteusan
	0.322870936379
fulgura	elyw
	0.327576431386
vestitus	exhlyete
	0.478386120654
ingrediebantur	gewrgoi
	0.359671926359
debeo	stayhnai
	0.323937393649
Maresa	anebh
	0.3308315732
conpleta	suggeneiv
	0.339780411929
umero	neaniskoi
	0.306853779498
istius	antioceian
	0.40541758622
coeperit	gamov
	0.346403474901
maledictum	klauymov
	0.432419953178
ostiis	poiountev
	0.329540369433
liberasti	diakonia
	0.324101761804
conversa	blepomen
	0.306032990666
postes	epoihsate
	0.358831287949
vendiderit	estin
	0.430343073731
alieno	upakouousin
	0.284150735389
elevans	doulw
	0.272940036756
deposuit	axiov
	0.287412621358
rami	grafein
	0.34429100695
bibant	apekriyhsan
	0.353214641011
petris	ginwskontev
	0.375806870554
ciborum	toutouv
	0.209260217855
stellarum	allhlouv
	0.342775677118
didicistis	cairontev
	0.28610556529
pinnae	gnwte
	0.314919988106
stercora	epoihsate
	0.330209810387
infirmitates	upakouousin
	0.261937453139
custodisti	diakonian
	0.38035656404
desertae	idiw
	0.343652325875
armillas	peirazete
	0.337208118501
domorum	touv
	0.220661528026
habuerat	oinou
	0.350774498249
Sesac	tessarakonta
	0.349797061846
implebuntur	ofeilomen
	0.388245870569
torcular	lalw
	0.264057467457
inferi	nun
	0.341743041682
torrentes	atina
	0.357884601081
incircumcisus	proskarterountev
	0.351777494907
consolamini	upakouousin
	0.314001714883
Saule	hrwdhv
	0.307733832968
veritati	pisteuontev
	0.407807953574
eramus	sunagwgaiv
	0.431475338597
mirati	proselyontev
	0.334280573546
deleatur	upotagh
	0.382726302307
decora	pantote
	0.360278139955
scias	elabomen
	0.398255742735
armigerum	atenisav
	0.31145291743
accepimus	proskunhswsin
	0.309329198427
penuria	planasye
	0.273669069496
butyrum	ptwcouv
	0.354475282739
istorum	touv
	0.306377956246
laetetur	swthrov
	0.295875089514
vivunt	perisson
	0.377456882499
buccellam	mwsh
	0.249210272267
ingrediantur	touto
	0.418825300545
loquebar	paulw
	0.426631840563
mensas	idete
	0.308823580377
impetum	hgemwn
	0.305942149066
cultu	epoihsate
	0.350771753973
somnum	euwnumwn
	0.355694863592
secutae	aphggeilan
	0.277247585102
exibit	pemqantov
	0.383354550496
ilico	oudepw
	0.329913597521
pastoribus	autoi
	0.382705641288
quadrigae	poikilaiv
	0.399202321624
Rafaim	hnoixen
	0.256684029442
prospera	anti
	0.387333095738
venias	legomenoiv
	0.484930111432
piscatores	fhsin
	0.311114884246
florebit	yelhma
	0.343804540986
caesis	apelyontev
	0.245085276145
Chaldeis	foboumenoi
	0.363794010786
murmur	parekalesa
	0.388774483818
percutiens	kreittonov
	0.360527980992
surrexissent	hrwthsan
	0.322739914353
voluerunt	tosouton
	0.353066583046
mares	khrussein
	0.477056467525
videntem	ioudan
	0.427715989392
man	alektora
	0.45558416885
redimi	toiauta
	0.438693517275
paraverat	ampelwnov
	0.321612090156
revertens	estaurwyh
	0.325550232156
Gomorrae	metanoiav
	0.361770859931
sublimis	eleuyeroi
	0.340229070135
redimere	akayartw
	0.357462925047
dissipata	eroumen
	0.252162411665
pupilli	umin
	0.335412155383
infans	estaurwyh
	0.336851136368
egerint	ginwskontev
	0.37778071737
sero	esthsan
	0.348550272565
negotium	wste
	0.334958941633
praefecti	katoikountev
	0.345682299278
timeant	pisteuontev
	0.372551880045
recordaberis	euaggelizomenoi
	0.348487389619
testibus	uioi
	0.325235626322
misero	apeyanen
	0.473783098048
octavodecimo	katebhsan
	0.271379313363
electis	oitinev
	0.41799201091
Oliveti	ezhtoun
	0.254012513405
aedificat	qeudov
	0.564314628622
viculi	exhkonta
	0.420119186086
flagellis	mentoi
	0.317467600327
respondeam	eyaumasan
	0.394242227124
constituam	riza
	0.382355546117
primis	afentev
	0.274598314701
Iezrahel	esalpisen
	0.293981267202
pugna	eplhsyh
	0.350984797454
loquentis	paragenomenoi
	0.448079487619
egi	ontwv
	0.355936064073
sacrificet	idete
	0.342884823678
videas	elabomen
	0.362487337122
frugibus	nekroi
	0.335298220433
abeuntes	apokteinwsin
	0.31941421419
remanebit	yelh
	0.401264101986
pariet	agayov
	0.393599092739
fortitudines	aspasasye
	0.344172647504
nihili	episteusate
	0.265675526964
solii	agrw
	0.309250714791
cognatus	megala
	0.299347756685
Sarram	eureyh
	0.338629686675
nihilque	peirazete
	0.238556827325
thesauri	filhmati
	0.375630361454
occidet	zumh
	0.433239333515
congregatique	eporeuonto
	0.268991534346
infirma	sunergoi
	0.320925425681
iamque	ekbale
	0.324531054962
consecutus	etoimoi
	0.367752695798
Baptista	sunhcyhsan
	0.271403224986
videntur	ioudaioiv
	0.438783888205
indigens	eiper
	0.363367242341
septuplum	apoktenousin
	0.32685372527
canticis	pantev
	0.404553633948
tympanis	koinoi
	0.385963059911
novam	mwsh
	0.31031932704
plebs	elaloun
	0.343090864895
possim	krima
	0.394962125271
vivetis	blepontev
	0.279886402673
visceribus	yeoi
	0.315144173749
primogenitis	eidev
	0.402085359508
acciderit	estin
	0.439836222366
saturabitur	yelhma
	0.372257392567
orabat	petrou
	0.354083323144
rugitus	ekastw
	0.353513177437
mutavit	laov
	0.392990878301
expectant	ellhsin
	0.339049909897
pergemus	odw
	0.301620381872
diligamus	asia
	0.354640175204
vulneratus	bibliw
	0.329539349769
intrasset	ampelwnov
	0.331211109751
saturabuntur	perisseuein
	0.356721985996
vinearum	upakouete
	0.356897214727
opes	perisseuein
	0.330972958742
interfectos	cwriv
	0.355434319835
proieci	idiw
	0.249143708157
cogitatis	pisteuontev
	0.324189414351
sapere	apeiyeiv
	0.409060688125
vitulus	posw
	0.35346147853
Ionam	mwshv
	0.410959278187
praeputio	ikanoi
	0.302819712081
sollicitudinem	planasye
	0.366997381556
creverit	oudenov
	0.396794244899
expectavimus	klhtoiv
	0.313103056518
vesperi	exestin
	0.3285886149
causae	peripatein
	0.307683750897
piscinae	apekteinan
	0.330904610885
pectus	eidhte
	0.40617708162
orbe	malista
	0.279566256948
decet	elpizw
	0.299754463661
folia	oikodespothv
	0.359696665274
quisquis	egnwsan
	0.396823307062
inopia	elpizw
	0.279082296446
imperavit	euloghmenov
	0.328289866845
adolebat	elhluyen
	0.384523645776
aedificemus	eucaristhsav
	0.519651596987
purificationis	poieite
	0.318576012378
induit	qeudov
	0.366687271423
sepelieruntque	hnoixen
	0.319341436069
noverant	legomenoiv
	0.367918642192
Otholia	esalpisen
	0.285626145047
carminis	cairontev
	0.358313176841
crucifixus	oclw
	0.248123190045
Dominator	makedoniav
	0.366250951301
pasce	idia
	0.380705707012
mittat	eleuyerov
	0.363286234397
signaculum	uparconta
	0.413520890497
kalendis	ptwcoi
	0.383253624516
Lazarus	emnhsyhsan
	0.248776973945
peccat	menein
	0.425753207313
cunctorum	touv
	0.290790891341
Manahem	ciliadev
	0.254898253425
reverteris	noun
	0.415205915956
herbas	lalhsw
	0.257913216921
maerore	asyeneia
	0.268265589933
accedite	proskarterountev
	0.336692770355
occasionem	ballousin
	0.314222745612
Liae	ierousalhm
	0.407475486826
pontifices	mayhtav
	0.262929295976
cogito	episteusate
	0.343083182347
transissent	pilatw
	0.29964521916
sescentorum	coirouv
	0.291599407219
superficie	didwmi
	0.247917574459
dextrum	ptwcouv
	0.438237437152
cedrinis	poihswmen
	0.386742576364
cognovisti	epistolhn
	0.38310974673
feriam	blepomen
	0.373785234762
Gelboe	edeixen
	0.237707728094
agno	poiein
	0.279995825861
ponit	doulov
	0.456230582451
servitutem	makroyumia
	0.389748487966
vendentes	didaskein
	0.347722564112
reticulum	kwluete
	0.345876745148
Enach	hnoixen
	0.292860893077
albis	poihsantev
	0.277961033781
mundare	diwkeiv
	0.291878740909
intellegentes	pisteuontev
	0.393371420154
portentum	mellontwn
	0.412212485233
serviens	menousan
	0.475984206961
cultores	loipoiv
	0.350074988066
basim	poihsate
	0.300187794879
tantam	erei
	0.381950141861
grandes	ginwskeiv
	0.324997717625
multiplicatae	parakalesai
	0.307645109334
Hettheus	hnoixen
	0.281558899396
grabattum	mayhtwn
	0.305018375986
Amorreus	sfragida
	0.283271113851
auriculae	epoihsate
	0.342057104142
vitalia	ginesye
	0.295352253888
evellam	fanerwyh
	0.336945889284
despicit	yelh
	0.347254428113
thymiamatis	elabete
	0.274818842587
congregavitque	elyousa
	0.361893085219
Samuhelem	nazaret
	0.327255557884
clamabit	doulov
	0.37774780452
sanctificatione	dote
	0.422112641262
Beselehel	yalassa
	0.277230134572
posuerit	oidamen
	0.437269370349
calore	ginwskeiv
	0.323138450306
spatium	eklektouv
	0.277322727617
ceperuntque	potamon
	0.278162284206
invenissent	ezhtoun
	0.36829921313
latrunculos	poikilaiv
	0.324764362898
eruditi	paraklhsewv
	0.319604093731
alba	peirazete
	0.297178844873
orationis	wste
	0.452699422271
signati	ecousan
	0.448126530696
vulnus	paralutikw
	0.294143080169
intraveritis	zhtountev
	0.26464156806
magnificetur	pantwv
	0.391057875201
voluistis	blepontev
	0.266342999425
creavi	sunergoi
	0.324444846872
vivos	div
	0.375226258603
thau	elpida
	0.248544717374
vicinis	uparcontev
	0.306301552861
Caesarem	hrxanto
	0.268923041218
Bethaven	anebh
	0.299040248757
audiendi	ioudaiov
	0.481653166753
contestatus	episteusate
	0.331793801457
induraverunt	touton
	0.293129395773
Thomas	sunhcyhsan
	0.25092346097
ambulavitque	salpiggov
	0.417620714237
aspiciens	yewrei
	0.415239954991
Iared	yalassa
	0.272832335477
cantoribus	eteroi
	0.428176150678
confessus	neaniskoi
	0.310962235064
dedisset	ercomenov
	0.381675365068
robustum	logwn
	0.307470661933
darent	gewrgoi
	0.384727974747
fortiter	makedoniav
	0.342883954725
Chamos	gastri
	0.400758055324
persequi	doyeisan
	0.367991325083
Oza	hnoixen
	0.221855114454
Debbora	hnoixen
	0.28210445164
nidum	egnwn
	0.327313001436
habitu	bibliou
	0.386359195336
odisti	agaphtoi
	0.373870726302
appellavitque	seismov
	0.338188943309
Barabban	hkolouyhsan
	0.259851095402
operantes	eleuyeroi
	0.380962830777
vacua	krinate
	0.29059893667
inanis	koinoi
	0.383673960468
multiplicabuntur	eucaristia
	0.274668658214
dissipabitur	yelhmatov
	0.298956750587
pacifici	poiein
	0.285624040935
operi	eleuyerian
	0.390555488261
omnique	glwssan
	0.397770615093
caecos	autoiv
	0.413796043145
tentorio	embleqav
	0.330095782133
maiestate	asyeneiv
	0.396304365553
consoletur	eleuyeroi
	0.369534442338
ductus	katoikei
	0.415573954059
pietatem	gnwsesye
	0.316396069382
eunuchorum	orouv
	0.32212953411
baculus	lalhsw
	0.325077406453
pelle	zhteite
	0.295553328086
retribuet	yew
	0.284523230528
praesidio	fulakhv
	0.2741379635
quibusdam	telwnai
	0.349910525316
arguere	oti
	0.346692327456
nosmet	douloiv
	0.332548602198
vesci	blepete
	0.347505200791
magnificentia	epistolh
	0.352047372146
gaudeo	sunergoi
	0.348410052447
offerri	idete
	0.267647307019
rea	zhswmen
	0.386850519388
Zare	escisyh
	0.409986113057
aram	lambanei
	0.398608972535
tauri	ptwcoiv
	0.34240581803
potuerit	estin
	0.450127611326
lunae	epoihsate
	0.319236720973
praedicare	efobounto
	0.35725301419
ministrare	pente
	0.312202130262
principatum	apostolwn
	0.402923472219
devita	dialogizesye
	0.340230294327
nesciens	faraw
	0.378286569883
vocabunt	agiasmw
	0.463071191162
pessimo	dioti
	0.273972988183
similia	wsautwv
	0.419426280826
prohibuit	dunamenov
	0.374617401832
nuntiis	epilabomenoi
	0.39621501292
dexterae	agapan
	0.290805102595
devorabunt	suneidhsin
	0.343920253497
conpleti	ocloiv
	0.345668948733
Oolibama	crusw
	0.317639097321
iurat	yerismov
	0.460748313316
Sebeon	cilia
	0.28677746282
declines	elpizw
	0.288111462597
pergentes	faraw
	0.347176552167
honorare	telwnai
	0.320466599041
Thamna	sfragida
	0.285514660086
reliquo	kakwv
	0.365740545415
clausum	paradidouv
	0.31192585472
separationis	poiounta
	0.389587773151
dolosa	elpizw
	0.258775195689
confitebitur	elpidov
	0.305080726268
Ramatha	fulakhv
	0.28909104818
praeparata	fobw
	0.344427856669
exaltabit	swthrov
	0.290891871035
vermiculo	kwluete
	0.314440584929
Arihel	epi
	0.380379490919
pavore	lhqesye
	0.315791978783
ventis	zwntev
	0.461342238612
aequitate	epiyumian
	0.327149494554
caritatis	wsin
	0.309204173862
flammae	emautw
	0.289143440659
vanitatis	ginwskontev
	0.327681799856
palatio	elaloun
	0.337195121978
iudicandum	payhmatwn
	0.400440575886
diversa	asyenei
	0.3921024775
dimissa	ephggeilato
	0.317667740269
bibet	eiph
	0.278764275981
lampades	mhdeiv
	0.28329476166
sciunt	ioudaioiv
	0.475244164919
replevit	qeudov
	0.306680894913
lucri	eleuyeroi
	0.313882471069
sibilabit	eleov
	0.32332952285
tace	egraqen
	0.32206798142
suscitat	eidotev
	0.354739179745
malae	perisseuein
	0.375743047547
amore	pepeismai
	0.354707970905
tulerat	staurou
	0.382081973281
aversi	pisteuontev
	0.343378775372
Evei	hnoixen
	0.266965223141
infirmi	etoimoi
	0.370874441989
oppressit	plousiov
	0.335597472452
adpropinquaret	filippw
	0.326150030442
Gessur	sfragida
	0.272862461207
Pilatum	ephrwtwn
	0.26232314403
ripam	lambanei
	0.387185156051
viderat	alfaiou
	0.464815849341
sibimet	krinesyai
	0.345286627218
laqueos	ergoiv
	0.276302336447
revertentes	sunedriw
	0.387846265244
contumeliis	teleioi
	0.26848810759
dilecte	dunamiv
	0.34004750086
ventos	einai
	0.480113086056
pessimorum	idiouv
	0.283217103662
Sisaram	ekraxen
	0.317111522276
oblatus	poiounta
	0.351660231616
gazofilacio	poreuyentev
	0.339879734487
ruminat	yelw
	0.36880844263
exultatione	ekastou
	0.403008413568
peribitis	gnontev
	0.241268243173
relicto	apekteinan
	0.35838112488
vestimenti	fagwmen
	0.390377516596
oportebat	oclw
	0.331514530721
israhelitae	iericw
	0.318873816005
placentes	peripatousin
	0.320734899169
adnuntiabo	filhmati
	0.371426065706
officium	orate
	0.317946364113
tribulationes	carismata
	0.376580149652
magistri	ocloiv
	0.378963724154
biberet	legei
	0.271971219395
cruce	apolusw
	0.256756807312
conpedibus	uioi
	0.326492933315
aedificium	labh
	0.481520350783
canistro	yelete
	0.263180635124
iubente	kuklw
	0.377853202661
solve	aparnhsh
	0.287205091458
quandam	hdei
	0.347885104927
recordabitur	yelhmatov
	0.344496706882
talentis	anastantev
	0.369797240427
latronum	presbuterouv
	0.340620629743
superficiem	apoyanein
	0.249388472809
accipientes	amfoteroi
	0.363461278278
lumbare	diwkeiv
	0.256854090074
catulus	aithshte
	0.33402306792
scandalizat	dialogizesye
	0.269104827631
convenit	lalountov
	0.390569646962
induite	goneusin
	0.337362874233
peregrinantur	dunameya
	0.346288845063
silvarum	ptwcouv
	0.278479020751
gehennam	sumferei
	0.293983613773
ascendisti	parelaben
	0.420680720365
praeceps	elaloun
	0.393248341733
intellexi	eperisseusen
	0.388249171022
credite	proskarterountev
	0.374028113169
clamore	paterav
	0.442995128099
Mosoch	tessarakonta
	0.309160631395
prophetabant	ierosoluma
	0.36406956535
levare	paradwsei
	0.325898439058
intrantes	poreuyentev
	0.336619897405
stupore	boulomai
	0.314227731885
Micheam	nazaret
	0.318347979381
rore	deomai
	0.407393623346
factusque	pleuran
	0.347441537761
infirmum	adokimoi
	0.307433193956
Tyrum	filouv
	0.287394034606
adsimilatus	epoihsate
	0.322273421856
pertransiit	neothtov
	0.420188566314
vicerit	oudenov
	0.45911070732
electorum	telouv
	0.316823647399
rotarum	douv
	0.242806733261
congregans	ecarisato
	0.371098745825
ignorans	apolutrwsin
	0.364767893734
habeamus	proskunhswsin
	0.42970179315
fiducialiter	katapausin
	0.328585411116
aestus	pwv
	0.350180159576
tremor	yliqewv
	0.317281715425
villas	pesountai
	0.339816705839
gavisi	peirazontev
	0.296842246531
traditi	proskarterountev
	0.368816531782
descendentes	apokriyentev
	0.307875228478
serviemus	sunagwgaiv
	0.392953958667
consurgam	ge
	0.318098435166
doloribus	yeoi
	0.310198256891
sedent	ioudaioiv
	0.419815561417
contritum	uparcwn
	0.308966320761
imitatores	tisin
	0.335142305809
Lebna	fulakh
	0.246314555596
fungantur	mhpwv
	0.367121201318
eruet	epignwsei
	0.322625791284
appellatur	filippw
	0.291657157622
pascet	grafw
	0.340471188887
habitationis	ploutou
	0.445765178888
fuge	aiguptw
	0.358689419245
Reum	babulwn
	0.331654018171
Helam	ebalen
	0.32134473859
pascit	makariov
	0.495344951087
luctus	nun
