kai	Ziza
yliqesin	Ezechiam
	0.521107421079
olw	Ioiachim
	0.289618832554
merimna	Hieu
	0.382896859036
zwnta	Ramatha
	0.343109364322
edoxasyh	Nobe
	0.363796791677
penthkonta	Esthaol
	0.342492602048
paradwsei	Sophoniam
	0.425267154258
eporeuonto	Musi
	0.260112455295
boulh	Nobe
	0.34471501847
upagein	certamine
	0.58764444064
uperbolhn	Achobor
	0.280776235482
akouswsin	Maspha
	0.481838266727
pisteuomen	Ezechiam
	0.500981859214
proseucesyai	Sennacherib
	0.475609851445
kainh	Agag
	0.375758215865
ploutou	Benadad
	0.431997296995
asyenhv	Achobor
	0.342218225009
esyiousin	synagogae
	0.50475551556
dh	Arioch
	0.314366854012
ballei	Raab
	0.506875133331
endeka	Ziph
	0.290861182874
edikaiwyh	Agag
	0.430824873177
profhteia	Rabsaces
	0.533401182772
uphrcen	Nobe
	0.373506504779
anelein	Athersatha
	0.458684597063
parelabon	Nathinnei
	0.336888998152
adelfe	aedificavi
	0.575411779568
pollou	Zeb
	0.36709127848
nefelhn	Abigail
	0.344931591431
akhkoamen	Aggei
	0.445836610524
adou	Agag
	0.473071043009
axiwv	Ezechiam
	0.394398976904
arate	Beelphegor
	0.562650501351
rhmatwn	Seba
	0.443492447344
palai	Anna
	0.492827985166
efagen	Caath
	0.452423136515
brwma	Amasiam
	0.449923215337
gumnov	elige
	0.491937196447
oiktirmwn	Sennacherib
	0.336390722129
kerdhsw	Ioiachim
	0.343517018223
murou	armiger
	0.463492084393
ebraisti	Oolibama
	0.441989427705
iscuei	Husai
	0.457154348401
escatwn	diffusi
	0.534815055815
akayartw	Husai
	0.403555889745
skia	Ahitofel
	0.3079709223
metwpwn	Michol
	0.33924909856
dhnarion	Oza
	0.448176371683
eiphv	Aggei
	0.510751962545
paregenonto	Netophathites
	0.361321461191
kopon	remanserat
	0.587576610963
epioush	Soba
	0.249821637684
ekraxan	Musi
	0.411512987857
suggeneiv	Sesac
	0.331640658914
ouranouv	Hettheus
	0.525915466374
ferontev	Magog
	0.517995734471
anayema	Agag
	0.432073799721
eulogian	Syriae
	0.427996791083
memarturhken	Husai
	0.468106137526
ewrakamen	Ezechiam
	0.486112826798
nukta	Ziph
	0.288075054452
ennathn	Bathuel
	0.279774799249
hrconto	Musi
	0.338205585371
esthkate	Arioch
	0.367817126732
lalhsw	Ezechiam
	0.430008208826
filippw	Gerson
	0.444796748437
cwra	Agar
	0.331692006177
aplothti	Ioiachim
	0.335842432176
ariymon	Oza
	0.383609730354
mnav	Dison
	0.309689120056
eusebeia	Ezechiam
	0.402019462255
miswn	Doec
	0.49416108199
crusav	Cison
	0.356608544413
efanerwsen	Athersatha
	0.451250770216
babulwnov	Salmana
	0.588324221661
proskunhswsin	Magog
	0.328667994682
proshuceto	Disan
	0.384374327251
eperisseusen	Sesac
	0.35727182557
omoiwsw	Nahioth
	0.329543458972
alusesin	Athersatha
	0.455299750282
xulon	Nathinnei
	0.572257528012
parekalesan	Melchom
	0.336232737807
sunergoi	provincias
	0.486959912954
eipontov	tantummodo
	0.584712389997
arh	Raab
	0.43994063696
lambanontev	Felethi
	0.492184083192
parabolh	Asiongaber
	0.474272379241
blhyhnai	Achan
	0.465150473732
nikodhmov	elige
	0.508204286295
genomenon	Ophir
	0.42910565022
exercomenoi	Phaethmoab
	0.340426363701
kayarismou	Agag
	0.396149029459
epunyaneto	Nobe
	0.385524121241
zhlov	postulasti
	0.574241329716
agapw	Sedeciam
	0.572794733386
pepeismai	Arioch
	0.432407060062
ereite	Iudaeam
	0.565080322119
pinein	Samariam
	0.503847978911
fwnhsav	Rauhel
	0.534290447767
pneumasin	Masphat
	0.393355073528
zhloute	Samariam
	0.493642483658
oikodespothv	Nobe
	0.394639000243
apeiyeiv	exordio
	0.504774810068
stayhnai	Achan
	0.48704885104
iayh	Agar
	0.441713735254
doulwn	Debbora
	0.509456499957
blepe	Alphei
	0.445416269642
peribleqamenov	Raab
	0.500490863787
katalusai	Nobe
	0.379190027837
kayhmenouv	Gedeon
	0.41581569709
exauthv	Uri
	0.338733168526
hgaphsa	Ezechiam
	0.464450720904
iwsh	ephod
	0.599696603403
sunhcyh	Musi
	0.332048576771
kaloumenh	Ioiachim
	0.299906558359
eulogia	Sennacherib
	0.387632257883
eucaristia	Ezechiam
	0.386178829931
apoynhskein	Aggei
	0.490349366034
hxousin	Iudaeae
	0.51854225382
yronon	appellavitque
	0.522761427199
epitreqon	Oza
	0.344586128159
ekloghn	Ahaz
	0.382844123821
efanh	Ethai
	0.388950428323
leitourgiav	Benadad
	0.294994234612
potamon	Oza
	0.379362996226
bebaian	Romeliae
	0.399827814451
any	Achan
	0.4834463512
akayarta	Namsi
	0.348537117159
dusmwn	Belial
	0.472831203091
econtov	Madian
	0.428723075695
ptwcoi	Antiochiam
	0.463333950594
asyeneia	Ezechiam
	0.350497569361
tacion	Oza
	0.522045296416
grammateuv	Asiongaber
	0.536145614691
anoixav	Ziph
	0.296640159314
klhronomoi	Arioch
	0.417787881966
exebalen	Ithamar
	0.391161999618
logizetai	Ezechiam
	0.468671912783
lusai	Alphei
	0.443066002555
yhsauron	Oza
	0.468620213742
kayexhv	Abiezer
	0.317222089391
edoxen	Zechri
	0.393066366563
dielyein	Athersatha
	0.503058265815
proskunountav	Dison
	0.276939197834
krinetai	Husai
	0.513488979248
tout	vulgo
	0.549026271294
stratiwtav	Gerson
	0.295780077284
ebaptisa	Raab
	0.496708500196
ebaptisyh	Raab
	0.499120582632
alieiv	exordio
	0.543726904243
anelhfyh	Agag
	0.343810728607
dexiav	Edrai
	0.354536992527
epouranioiv	Nabuzardan
	0.434903206658
anatolwn	Baurim
	0.443391532275
adelfav	aedificavi
	0.627796895792
apistoiv	Ezechiam
	0.533424168018
parelaben	Melchom
	0.345377182758
kathnthsen	Idithun
	0.511831284665
kayoti	Reblatha
	0.345162391215
eyaumasen	levitici
	0.406277382193
idwmen	Aggei
	0.549145692842
gnwsesye	Ezechiam
	0.401263181255
yerisei	Husai
	0.476668379172
exapesteilen	levitici
	0.472546978603
efapax	Arioch
	0.282561688897
paidov	zai
	0.523143399442
eleouv	Og
	0.423580725959
geneai	Ahitofel
	0.566789458025
epignouv	Og
	0.293092047228
toioutouv	Og
	0.442907535213
eteken	Iosedech
	0.48384782858
aarwn	lancea
	0.474649449132
neothtov	elige
	0.499568363222
pisteuein	Ezechiam
	0.531620195127
mnhmeia	Micha
	0.378354857816
logizomai	Ezechiam
	0.355007462461
melesin	Samariam
	0.49539872167
ekcunomenon	Otholia
	0.372030733945
anastrofhn	Arioch
	0.358612304617
afietai	Nazareth
	0.430032784093
fusin	Iudaeae
	0.523945203228
faghte	Iudaeam
	0.494446507398
gnontev	satrapae
	0.582297053818
blepomen	Cyri
	0.500759420469
teleioi	Ioppe
	0.478981846463
omoiwmati	Iosaphat
	0.387999659902
topouv	Dibon
	0.40778379559
poihv	Iechoniam
	0.550469933151
emerisen	Sesac
	0.4203049238
qeudoprofhtai	Ioppe
	0.479369286548
blasfhmountev	Magog
	0.395442177639
gegona	Aggei
	0.415571606407
epiyumian	Iosaphat
	0.486736119011
kurioiv	Ezechiam
	0.483750587224
menetw	Ioiachim
	0.365560083288
ellhnav	Asom
	0.253828948495
ekeinai	Ananiam
	0.585543612852
kornhliov	Mifiboseth
	0.476298609735
proseucomenov	Baurim
	0.489678246952
dielegeto	Athersatha
	0.371458021973
anewcyhsan	Musi
	0.330228114115
eleusetai	Esaias
	0.509271405462
alektora	Melchisedech
	0.515251168173
yusiasthriw	Agag
	0.295326613738
diayhkhn	Ahaz
	0.392626936348
yeoi	pugnabant
	0.487683179309
hkouen	Ofni
	0.425630496799
eleuyerian	Ezechiam
	0.484511725199
apecesyai	Sennacherib
	0.410924575532
threi	Iechoniam
	0.450461705537
kainhv	Agag
	0.424232790365
euloghsav	Seboim
	0.375999211168
eipav	attamen
	0.548492150153
efobhyh	Ithamar
	0.441150727883
lalountwn	Sepharvaim
	0.413965092509
oushv	Agar
	0.429415464581
genesyw	Ezechiam
	0.405611599674
katenanti	Zechri
	0.287545723223
anebleqen	Ithamar
	0.421645400929
tiyhmi	Husai
	0.508374220956
adokimoi	Arioch
	0.431326566959
afhte	Esaiam
	0.47068477646
dendrwn	Raab
	0.407226280352
oudepw	Aggei
	0.487433648816
krineiv	Aggei
	0.546734040859
epilabomenoi	Accub
	0.395013140988
numfiou	armiger
	0.407612741093
blepw	Alphei
	0.535550035364
elaloun	Nathinnei
	0.363672605943
ecwsin	Godoliam
	0.488702083885
aselgeia	Arioch
	0.379030663718
kraugh	Abdemelech
	0.303685743681
amartwlw	plebe
	0.475420348715
epilabomenov	levitici
	0.479188560767
genei	Adonias
	0.558360923046
edoxasen	levitici
	0.473305590396
legousai	adsumpta
	0.604276123219
yerizwn	Doec
	0.454821074032
krinein	Ezechiam
	0.550204441649
artwn	LAMED
	0.48382735396
pepoihken	Sophoniam
	0.425516367916
ferousin	Maspha
	0.474868247247
dikaiwv	regina
	0.540946321887
ebaptizonto	Musi
	0.346181309645
tessarsin	Gedeon
	0.411342798219
zwnhn	Mifiboseth
	0.297701292425
ephggeilato	Athersatha
	0.40262161519
phlon	octavo
	0.588945412158
fanerw	Ezechiam
	0.446304944621
asterev	Suba
	0.332613683264
emnhsyhsan	Musi
	0.334806283647
pisteuw	Ezechiam
	0.578314003356
salpiggov	Mifiboseth
	0.350035905123
iscusan	Ziza
	0.292570519014
kakwn	Ahialon
	0.368114582453
hgapa	attamen
	0.522135153634
goneusin	Iudaeae
	0.494352667822
proswpa	Seba
	0.430848901366
ekeino	Ananiam
	0.595931860292
fusei	Ioiachim
	0.408341925348
estwtev	Machmas
	0.332398082501
katesthsen	levitici
	0.479716184689
deixw	Nobe
	0.369344397721
gennhmata	Ioiachim
	0.38950342224
poiounta	Siceleg
	0.540060814349
noi	pugnabant
	0.606800892324
efugen	Heman
	0.438506410182
presbuteroiv	Magog
	0.472708162429
odov	postulasti
	0.557515077437
epesthsan	Musi
	0.324123407181
menousan	Sisara
	0.329106931883
gewrgoiv	Athersatha
	0.398596579953
apedhmhsen	levitici
	0.454979812205
gewrgouv	Gion
	0.498198134707
gewrgoi	Asiongaber
	0.351831626654
exapesteilan	Asiongaber
	0.445281083267
poioumen	Ezechiam
	0.508653308039
manna	Nobe
	0.336838101051
erwthsw	Aggei
	0.535878222925
didouv	Basan
	0.435678366431
kairoiv	Ezechiam
	0.510268439746
neaniskoi	Arioch
	0.344618656327
nazwraiou	Baurim
	0.476550491613
pesh	Nobe
	0.384507408936
hkousav	Phasga
	0.493166988346
paidiskh	Nobe
	0.515171489129
ponhroi	Iudaeam
	0.55841671908
parekalesa	Melchom
	0.323253714046
epidwsei	Iechoniam
	0.408447581313
erousin	Iudaeae
	0.515893362379
ecwmen	Ezechiam
	0.509418794879
ginou	Giezi
	0.36135354275
akribwv	Aggei
	0.365887027223
anecesye	Ezechiam
	0.417690103901
upakouete	Iudaeam
	0.516213005585
desmion	Oza
	0.516439960158
epayen	Zechri
	0.393990216733
epistasye	Sesac
	0.379272399617
pwlountav	Asan
	0.340471082336
apaggeilate	Aggei
	0.455645023901
melov	postula
	0.610725514986
fagw	ieiunio
	0.459489849091
katebhsan	Musi
	0.286590760155
katalipwn	Raab
	0.378364950309
ecarhsan	Musi
	0.26945040374
hgemonov	zai
	0.485081320541
dihkonoun	Nobe
	0.309165535347
coirouv	Dibon
	0.316553995658
moicatai	Alphei
	0.434910725905
glwsswn	Benadad
	0.408039236862
akanywn	Raab
	0.365248852978
aithshte	Iechoniam
	0.484017689231
kakia	Saphat
	0.402402395526
zwsan	Ziza
	0.386864000989
prosepesen	Mooli
	0.449675439956
dokon	dormivitque
	0.579462055046
sw	Husai
	0.530453656597
zwntwn	silva
	0.500690213392
exesthsan	Musi
	0.419101772639
caire	Sennacherib
	0.312088469401
isyi	Aggith
	0.377258641121
gegennhtai	Cyri
	0.521881791403
fialav	Maon
	0.322441859324
klhtoiv	Ezechiam
	0.541415106234
perisson	Ioachaz
	0.449049994558
xulwn	Cison
	0.462369043517
akoushte	Galgalam
	0.488874775945
macairwn	Debbora
	0.444168981564
yw	Agag
	0.27961969363
faraw	Athersatha
	0.425504909633
proseucwn	Sennacherib
	0.500338035662
kilikiav	Asom
	0.348937410695
fagwmen	ieiunio
	0.538914971513
adelfhn	aedificavi
	0.641318393866
kayeudontav	Thanach
	0.244426632097
eurh	Nobe
	0.476782517957
ousa	Heliseum
	0.453413827786
gamov	elige
	0.498009468686
akayarsia	Hieu
	0.389576729632
ippov	zai
	0.572329466476
emarturhsen	Doec
	0.554718267853
diakrinomenov	Vasthi
	0.488368061189
kauchsomai	Ezechiam
	0.38897071421
hdein	Antiochiae
	0.571649969984
eplhsyh	Abiezer
	0.331429571611
epesan	Abidan
	0.414195531609
arniw	Hisboseth
	0.31832013119
skotei	Husai
	0.403541163313
exaifnhv	Phanuhel
	0.329637270099
asyeneiaiv	Ezechiam
	0.459685364929
trwgwn	Agag
	0.428462731747
posin	Maspha
	0.531915703014
gnwte	Iudaeam
	0.526402091181
peirazete	Sophoniam
	0.538317501546
wdhn	Abigail
	0.271976014608
apodote	Sophoniam
	0.517142927393
ekbale	Nobe
	0.46749937593
escon	Oza
	0.448532986936
menein	Ezechiam
	0.476397242377
sinapewv	Thou
	0.315868384344
pleuran	Berzellai
	0.328665920069
amartwlouv	Beelphegor
	0.539114572111
acaia	Saphat
	0.408836188317
stratiwtwn	Disan
	0.411240115663
yerapeuein	Asiongaber
	0.467085038476
prosecein	Sepharvaim
	0.451246467245
hgaphsav	Ioachim
	0.433435630618
plateiav	Arfad
	0.302952784984
dielyontev	Musi
	0.487601529427
kapnou	armiger
	0.463810374992
eucaristiav	Sennacherib
	0.445579902897
apoynhskei	ieiunio
	0.540400758224
arcontwn	diffusi
	0.441515542546
pisteuontav	Sennacherib
	0.379525936864
dialogizesye	Ezechiam
	0.461870208513
nohmata	Arioch
	0.371084075319
zhswmen	Ezechiam
	0.504370904364
farisaiouv	Asiongaber
	0.52382250025
iessai	Heliasaph
	0.509874268644
telwnhv	Ziza
	0.385670124863
eorthv	Mooli
	0.376653020934
cortov	elige
	0.497813125446
koniorton	Oza
	0.375899530724
hnegken	Nobe
	0.449318283297
egeryhnai	Achaia
	0.519472127913
dunatoi	Ioppe
	0.443685448358
tiyhsin	Iudaeae
	0.488409056382
sitou	Ornan
	0.478309221805
iwannh	levitici
	0.467342637741
apoktanyhnai	Belial
	0.504261185297
exhv	Abiezer
	0.34657482164
parelabete	Iechoniam
	0.546907124819
yhsaurou	Agag
	0.372513109385
paida	Melchisedech
	0.538898732886
doyhnai	Felix
	0.500539016185
bibliw	Agag
	0.258424141555
idh	Iechoniam
	0.373776835136
blepomena	Aggei
	0.396549945412
perisseuein	Ezechiam
	0.452925563728
katefagen	Ithamar
	0.374514365993
uparcontwn	diffusi
	0.4860872036
legomenoiv	Athersatha
	0.405238164387
proefhteusen	Aggei
	0.495898805369
eleon	Ioacim
	0.515679788475
krazei	Nobe
	0.418734228258
apwleiav	Benadad
	0.403671112731
upageiv	ieiunio
	0.50828168023
asyenountav	Thanach
	0.266939357845
iskariwthv	Asiongaber
	0.451698860006
piston	Ioachim
	0.504050635349
ponhrwn	Reblatha
	0.450549727728
katenwpion	Rasin
	0.413523719293
usterhma	Nobe
	0.352528736396
numfhn	Nahioth
	0.284724011792
elyousa	Phanuhel
	0.388490438289
rabdw	Nobe
	0.347168030548
apostelei	Sennacherib
	0.395915121554
genouv	Medaba
	0.355023387152
seautw	Iechoniam
	0.44138295192
sidwnov	zai
	0.532638614341
penyov	Ionadab
	0.480716934425
epegnwsan	Musi
	0.300549911491
turou	Oreb
	0.480709126322
amfotera	Aggei
	0.402462649647
estaurwyh	ephod
	0.459528788619
akohv	Cyri
	0.392945785441
proskarterountev	Magog
	0.336224165123
leui	Agag
	0.448559784493
saddoukaioi	lassi
	0.48532791537
pesountai	Alphei
	0.471145684249
alfaiou	Eleale
	0.517291157563
agrippav	Argob
	0.373226110776
emautw	Esaiam
	0.547537600004
titon	Ahaz
	0.503841388005
upotagh	Hieu
	0.388182590034
ceiron	appellavitque
	0.500164564316
apistian	Amasiae
	0.461421250512
patridi	Iechoniam
	0.437553287756
ballousin	Maspha
	0.489132606134
phran	Raab
	0.4476283219
posouv	Dibon
	0.51739150316
noeite	Iudaeam
	0.564855886946
eiselyonta	Disan
	0.365108993732
sthkete	Samariam
	0.511747803373
koilian	Raab
	0.354003882914
efesw	Eliachim
	0.337863376213
eige	Ioiachim
	0.380345668522
apwn	robur
	0.535804941958
asterwn	Suba
	0.471233351749
bibliou	armiger
	0.452852278842
aera	Melchisedech
	0.449259204615
eunoucov	Mifiboseth
	0.48387751537
edeixen	Ziph
	0.370106656443
kairouv	Og
	0.331798492564
krupton	diadema
	0.523749090405
parrhsiav	Sennacherib
	0.403682267203
legontwn	stola
	0.568872274786
episkopon	Ioiachin
	0.280093146232
poihsousin	Iudaeae
	0.536482014551
sthrixai	Agag
	0.458387571474
gnwsyhsetai	Husai
	0.473323788075
klinhv	Sara
	0.353842098935
pericwron	Ozi
	0.29683162756
korasion	Oza
	0.411344000501
qucwn	Agag
	0.528586591517
leukoiv	Sesac
	0.362007188547
pleionwn	Belial
	0.45458059221
didaskalon	ieiunio
	0.566702932093
kwfon	Oza
	0.543906098744
poioumenov	Ioiachim
	0.512237535633
metanohson	Nobe
	0.385553021816
paralutikw	Sesac
	0.39568569636
akouw	Galgalam
	0.478828239754
agwna	Iechoniam
	0.389440221485
pepoiywv	Iechoniam
	0.415332378973
yarsei	Husai
	0.358762112019
agiasmw	Benadad
	0.427766786395
mwsh	Aggei
	0.489715538738
iscuron	Oza
	0.441628971844
stayhsetai	Husai
	0.452030635294
kofinouv	Dibon
	0.348382696664
esesyai	Nahioth
	0.411760363965
fulakav	Nepthali
	0.303205154013
brwmata	Masphat
	0.326648065689
anapausin	Maspha
	0.405155505514
toioutov	Assyrios
	0.583190508966
limov	elige
	0.491497485585
agapwsin	Samariam
	0.502977087332
upotassetai	Husai
	0.402751917556
asian	Romeliae
	0.5091660964
anastrofhv	Arioch
	0.388431234591
peripatounta	Athersatha
	0.368345370353
udata	Phanuhel
	0.454857807343
ekballw	Aggei
	0.41944289388
exhlyete	Asiongaber
	0.471042009166
